"","ID","Transect","QN","QL","Species","X","Y","Width","Length","Height","Notes","X.1","easting","northing"
"33","33",5,"8","R","tha.mon",945,200,69,55,34,"","",622549.003,3849138.702
"34","34",5,"8","R","cyl.ram",950,195,9,5,26,"","",622549.053,3849138.652
"35","35",5,"8","R","lar.tri",865,140,340,420,230,"","",622548.203,3849138.102
"36","36",5,"8","R","ephedra",865,140,105,110,70,"","",622548.203,3849138.102
"37","37",5,"8","R","u3",910,215,64,30,18,"","",622548.653,3849138.852
"38","38",5,"8","R","u3",530,105,29,34,45,"","",622544.853,3849137.752
"39","39",5,"8","R","yuc.sch",565,0,66,63,65,"","",622545.203,3849136.702
"40","40",5,"8","R","men.spi",555,265,25,25,18,"","",622545.103,3849139.352
"41","41",5,"8","R","u3",450,0,68,56,35,"*may be in T6","",622544.053,3849136.702
"42","42",5,"8","L","u3?",450,130,32,45,27,"","",622554.053,3849138.002
"43","43",5,"8","L","eri.fas",370,320,57,38,32,"","",622553.253,3849139.902
"44","44",5,"8","L","ephedra",210,135,104,72,70,"","",622551.653,3849138.052
"45","45",5,"8","L","tha.mon",210,165,82,55,46,"","",622551.653,3849138.352
"46","46",5,"8","L","ephedra",255,285,84,47,41,"","",622552.103,3849139.552
"47","47",5,"8","L","ephedra",30,390,80,82,50,"","",622549.853,3849140.602
"48","48",5,"8","L","ephedra",0,630,135,105,75,"","",622549.553,3849143.002
"49","49",5,"8","L","cyl.ech",45,645,19,17,43,"","",622550.003,3849143.152
"50","50",5,"8","L","u3",30,685,72,33,59,"","",622549.853,3849143.552
"51","51",5,"8","L","u3",70,770,39,43,31,"","",622550.253,3849144.402
"52","52",5,"8","L","u3",75,865,29,25,42,"","",622550.303,3849145.352
"53","53",5,"8","L","yuc.sch",170,875,220,180,175,"","",622551.253,3849145.452
"54","54",5,"8","L","u3",5,930,23,36,36,"","",622549.603,3849146.002
"55","55",5,"8","L","u3",35,935,45,53,30,"","",622549.903,3849146.052
"56","56",5,"8","L","u3",245,945,45,30,33,"","",622552.003,3849146.152
"57","57",5,"8","L","u3",280,865,46,46,40,"","",622552.353,3849145.352
"58","58",5,"8","L","u3",330,805,46,61,50,"","",622552.853,3849144.752
"59","59",5,"8","L","u3",350,880,60,43,43,"","",622553.053,3849145.502
"60","60",5,"8","L","u3",455,820,70,55,52,"","",622554.103,3849144.902
"61","61",5,"8","L","u3",345,900,15,29,33,"","",622553.003,3849145.702
"62","62",5,"8","L","lar.tri",490,655,375,277,185,"","",622554.453,3849143.252
"63","63",5,"8","L","amb.sal",725,845,57,56,44,"","",622556.803,3849145.152
"64","64",5,"8","L","u3",770,980,50,56,44,"","",622557.253,3849146.502
"65","65",5,"8","L","tha.mon",820,905,57,40,34,"","",622557.753,3849145.752
"66","66",5,"8","L","u3",895,695,58,62,35,"","",622558.503,3849143.652
"67","67",5,"8","L","men.spi",700,565,35,23,24,"","",622556.553,3849142.352
"68","68",5,"8","L","ephedra",910,385,84,120,69,"","",622558.653,3849140.552
"69","69",5,"8","L","ephedra",945,235,73,45,44,"","",622559.003,3849139.052
"70","70",5,"8","L","ephedra",985,275,79,76,52,"","",622559.403,3849139.452
"71","71",5,"8","L","ephedra",810,315,123,100,52,"","",622557.653,3849139.852
"72","72",5,"8","L","u3",965,135,74,60,43,"","",622559.203,3849138.052
"73","73",5,"8","L","lar.tri",780,105,68,74,68,"","",622557.353,3849137.752
"74","74",5,"8","L","tha.mon",760,210,53,64,42,"","",622557.153,3849138.802
"75","75",5,"8","L","u3",740,210,48,26,30,"","",622556.953,3849138.802
"76","76",5,"8","L","tha.mon",705,130,67,50,40,"","",622556.603,3849138.002
"77","77",5,"8","L","tha.mon",605,495,80,55,48,"","",622555.603,3849141.652
"78","78",5,"8","L","?",455,185,8,12,20,"*few leaves","",622554.103,3849138.552
"79","79",5,"7","R","amb.sal",260,75,45,57,53,"","",622542.153,3849147.452
"80","80",5,"7","R","PG",130,45,135,97,78,"","",622540.853,3849147.152
"81","81",5,"7","R","?10",440,20,35,25,45,"same unknown","",622543.953,3849146.902
"82","82",5,"7","R","?10",400,25,43,31,47,"same unknown","",622543.553,3849146.952
"83","83",5,"7","R","cyl.ech",270,110,25,31,36,"","",622542.253,3849147.802
"84","84",5,"7","R","amb.sal",160,0,26,18,35,"","",622541.153,3849146.702
"85","85",5,"7","R","amb.sal",95,160,130,115,67,"","",622540.503,3849148.302
"86","86",5,"7","R","u3",315,320,36,43,34,"","",622542.703,3849149.902
"87","87",5,"7","R","u3",240,420,22,35,28,"","",622541.953,3849150.902
"88","88",5,"7","R","u3",230,310,40,29,39,"","",622541.853,3849149.802
"89","89",5,"7","R","u3",220,285,45,24,43,"","",622541.753,3849149.552
"90","90",5,"7","R","u3",190,285,45,24,43,"","",622541.453,3849149.552
"91","91",5,"7","R","u3",135,345,37,30,39,"","",622540.903,3849150.152
"92","92",5,"7","R","amb.sal",135,285,94,74,73,"","",622540.903,3849149.552
"93","93",5,"7","R","u3",80,265,58,45,45,"","",622540.353,3849149.352
"94","94",5,"7","R","u3",25,335,47,32,27,"","",622539.803,3849150.052
"95","95",5,"7","R","u3",170,510,30,34,35,"","",622541.253,3849151.802
"96","96",5,"7","R","u3",145,550,40,26,24,"","",622541.003,3849152.202
"97","97",5,"7","R","men.spi",285,595,78,78,53,"","",622542.403,3849152.652
"98","98",5,"7","R","amb.sal",55,590,70,48,443,"","",622540.103,3849152.602
"99","99",5,"7","R","u3",200,645,45,49,43,"","",622541.553,3849153.152
"100","100",5,"7","R","ephedra",205,705,147,124,62,"","",622541.603,3849153.752
"101","101",5,"7","R","tha.mon",65,900,89,68,30,"","",622540.203,3849155.702
"102","102",5,"7","R","cyl.ram",50,925,18,11,24,"","",622540.053,3849155.952
"103","103",5,"7","R","tha.mon",160,970,85,58,38,"","",622541.153,3849156.402
"104","104",5,"7","R","amb.sal",300,945,115,104,66,"","",622542.553,3849156.152
"105","105",5,"7","R","u3",455,955,42,48,43,"","",622544.103,3849156.252
"106","106",5,"7","R","cyl.ram",605,780,16,10,30,"","",622545.603,3849154.502
"107","107",5,"7","R","ephedra",655,975,90,60,60,"","",622546.103,3849156.452
"108","108",5,"7","R","ephedra",705,790,125,115,62,"","",622546.603,3849154.602
"109","109",5,"7","R","u3",775,815,90,47,32,"","",622547.303,3849154.852
"110","110",5,"7","R","u3",510,545,90,50,57,"","",622544.653,3849152.152
"111","L125",5,"7","R","lar.tri",75,400,470,419,208,"","",622540.303,3849150.702
"112","111",5,"7","R","u3",660,560,47,21,46,"","",622546.153,3849152.302
"113","112",5,"7","R","u3",710,520,44,39,43,"","",622546.653,3849151.902
"114","113",5,"7","R","tha.mon",1000,560,84,75,42,"","",622549.553,3849152.302
"115","114",5,"7","R","cyl.ram",810,365,123,130,122,"","",622547.653,3849150.352
"116","115",5,"7","R","u3",890,200,41,26,34,"","",622548.453,3849148.702
"117","116",5,"7","R","u3",895,35,38,30,49,"","",622548.503,3849147.052
"118","117",5,"7","R","u3",795,450,17,40,25,"","",622547.503,3849151.202
"119","118",5,"7","R","eri.coo",775,40,50,36,38,"AMDD?!?","",622547.303,3849147.102
"120","119",5,"7","R","tha.mon",715,70,70,68,45,"","",622546.703,3849147.402
"121","120",5,"7","L","u3",305,355,38,31,35,"","",622552.603,3849150.252
"122","121",5,"7","L","u3",210,390,38,39,30,"","",622551.653,3849150.602
"123","122",5,"7","L","u3",95,335,46,32,40,"","",622550.503,3849150.052
"124","123",5,"7","L","eri.fas",60,385,38,36,34,"red stemmed","",622550.153,3849150.552
"125","124",5,"7","L","cyl.ram",170,280,10,8,6,"","",622551.253,3849149.502
"126","125",5,"7","L","eri.fas",215,725,16,34,15,"","",622551.703,3849153.952
"127","126",5,"7","L","ephedra",70,920,194,150,65,"","",622550.253,3849155.902
"128","127",5,"7","L","dense.u3",220,1000,76,71,47,"looks like u3 but more dense","",622551.753,3849156.702
"129","128",5,"7","L","u3",265,965,32,23,35,"","",622552.203,3849156.352
"130","129",5,"7","L","u3",400,805,18,36,30,"","",622553.553,3849154.752
"131","130",5,"7","L","tha.mon",775,770,80,77,42,"","",622557.303,3849154.402
"132","131",5,"7","L","lar.tri",850,880,290,190,235,"","",622558.053,3849155.502
"133","L124",5,"7","L","lar.tri",530,640,310,300,185,"","",622554.853,3849153.102
"134","132",5,"7","L","cyl.ram",780,625,108,79,75,"","",622557.353,3849152.952
"135","133",5,"7","L","ephedra",775,615,98,46,42,"","",622557.303,3849152.852
"136","134",5,"7","L","u3",900,555,45,37,38,"","",622558.553,3849152.252
"137","135",5,"7","L","u3",940,395,36,56,42,"","",622558.953,3849150.652
"138","136",5,"7","L","u3",895,260,66,72,56,"","",622558.503,3849149.302
"139","137",5,"7","L","u3",935,230,39,25,36,"","",622558.903,3849149.002
"140","138",5,"7","L","u3",985,220,86,73,46,"","",622559.403,3849148.902
"141","139",5,"7","L","ephedra",950,135,46,56,43,"","",622559.053,3849148.052
"142","140",5,"7","L","u3",805,165,15,26,32,"","",622557.603,3849148.352
"143","141",5,"7","L","yuc.sch",575,60,122,119,132,"","",622555.303,3849147.302
"144","142",5,"7","L","ephedra",595,85,149,137,66,"","",622555.503,3849147.552
"145","143",5,"7","L","ephedra",630,430,123,150,47,"","",622555.853,3849151.002
"146","144",5,"7","L","u3",595,310,44,30,38,"","",622555.503,3849149.802
"147","145",5,"7","L","cyl.ram",540,420,87,67,68,"","",622554.953,3849150.902
"148","146",5,"7","L","u3",575,165,18,10,28,"inside dead shrub","",622555.303,3849148.352
"149","147",5,"7","L","amb.sal",455,270,69,60,53,"","",622554.103,3849149.402
"150","148",5,"6","R","u3",495,85,63,47,55,"","",622544.503,3849157.552
"151","149",5,"6","R","u3",480,285,41,29,36,"","",622544.353,3849159.552
"152","150",5,"6","R","u3",460,220,90,60,44,"","",622544.153,3849158.902
"153","151",5,"6","R","u3",420,315,65,36,43,"","",622543.753,3849159.852
"154","152",5,"6","R","cyl.ech",420,330,34,23,33,"","",622543.753,3849160.002
"155","153",5,"6","R","u3",260,45,53,39,33,"","",622542.153,3849157.152
"156","154",5,"6","R","u3",230,290,30,38,45,"","",622541.853,3849159.602
"157","155",5,"6","R","u3",160,20,53,42,43,"","",622541.153,3849156.902
"158","156",5,"6","R","u3",115,35,64,38,36,"","",622540.703,3849157.052
"159","157",5,"6","R","u3",55,45,39,21,31,"","",622540.103,3849157.152
"160","158",5,"6","R","lar.tri",80,80,28,22,23,"","",622540.353,3849157.502
"161","159",5,"6","R","cyl.ram",65,120,38,42,53,"","",622540.203,3849157.902
"162","160",5,"6","R","u3",75,105,64,32,46,"","",622540.303,3849157.752
"163","161",5,"6","R","amb.sal",100,185,86,53,79,"","",622540.553,3849158.552
"164","162",5,"6","R","u3",110,260,48,34,42,"","",622540.653,3849159.302
"165","163",5,"6","R","u3",210,275,36,30,44,"","",622541.653,3849159.452
"166","164",5,"6","R","ephedra",15,335,40,49,37,"","",622539.703,3849160.052
"167","165",5,"6","R","yuc.sch",230,630,170,174,151,"","",622541.853,3849163.002
"168","166",5,"6","R","u3",130,700,45,42,45,"","",622540.853,3849163.702
"169","167",5,"6","R","u3",50,770,69,41,52,"","",622540.053,3849164.402
"170","168",5,"6","R","u3",285,735,42,48,40,"","",622542.403,3849164.052
"171","169",5,"6","R","u3",350,600,35,30,26,"","",622543.053,3849162.702
"172","170",5,"6","R","ephedra",380,720,132,108,60,"","",622543.353,3849163.902
"173","L126",5,"6","R","lar.tri",495,740,370,219,225,"","",622544.503,3849164.102
"174","L127",5,"6","R","lar.tri",570,1000,525,446,196,"","",622545.253,3849166.702
"175","171",5,"6","R","u3",795,820,78,47,39,"","",622547.503,3849164.902
"176","172",5,"6","R","u3",860,1000,32,41,34,"","",622548.153,3849166.702
"177","173",5,"6","R","u3",890,965,19,17,23,"","",622548.453,3849166.352
"178","174",5,"6","R","ephedra",990,935,74,83,66,"","",622549.453,3849166.052
"179","175",5,"6","R","ephedra",770,845,73,50,41,"","",622547.253,3849165.152
"180","176",5,"6","R","ephedra",845,820,61,60,45,"","",622548.003,3849164.902
"181","177",5,"6","R","u3",800,790,49,46,47,"","",622547.553,3849164.602
"182","178",5,"6","R","u3",915,445,31,35,40,"","",622548.703,3849161.152
"183","179",5,"6","R","u3",965,385,65,64,38,"","",622549.203,3849160.552
"184","180",5,"6","R","u3",930,355,18,18,17,"","",622548.853,3849160.252
"185","181",5,"6","R","amb.sal",800,305,97,82,67,"","",622547.553,3849159.752
"186","182",5,"6","R","u3",855,305,42,40,46,"","",622548.103,3849159.752
"187","183",5,"6","R","u3",835,50,35,66,48,"","",622547.903,3849157.202
"188","184",5,"6","R","ephedra",910,50,138,128,60,"","",622548.653,3849157.202
"189","185",5,"6","R","u3",880,145,48,44,38,"","",622548.353,3849158.152
"190","186",5,"6","R","u3",610,355,80,80,65,"","",622545.653,3849160.252
"191","187",5,"6","R","u3",655,360,46,48,47,"","",622546.103,3849160.302
"192","188",5,"6","R","u3",595,190,45,45,40,"","",622545.503,3849158.602
"193","189",5,"6","L","dense.u3",205,0,80,77,42,"looks like u3 but more dense","",622551.603,3849156.702
"194","190",5,"6","L","ephedra",400,110,137,115,75,"","",622553.553,3849157.802
"195","191",5,"6","L","u3",275,260,49,40,38,"","",622552.303,3849159.302
"196","192",5,"6","L","u3",40,345,36,18,20,"","",622549.953,3849160.152
"197","L123",5,"6","L","lar.tri",160,485,287,194,185,"","",622551.153,3849161.552
"198","193",5,"6","L","yuc.sch",160,655,319,312,240,"","",622551.153,3849163.252
"199","194",5,"6","L","ephedra",240,725,67,36,30,"","",622551.953,3849163.952
"200","195",5,"6","L","u3",150,800,50,49,40,"","",622551.053,3849164.702
"201","196",5,"6","L","u3",25,820,53,31,43,"","",622549.803,3849164.902
"202","197",5,"6","L","u3",140,860,57,35,40,"","",622550.953,3849165.302
"203","198",5,"6","L","u3",30,965,66,27,44,"","",622549.853,3849166.352
"204","199",5,"6","L","ephedra",285,960,134,118,76,"","",622552.403,3849166.302
"205","200",5,"6","L","tha.mon",315,940,61,36,59,"","",622552.703,3849166.102
"206","201",5,"6","L","u3",355,840,72,69,46,"","",622553.103,3849165.102
"207","L122",5,"6","L","lar.tri",605,880,438,520,258,"","",622555.603,3849165.502
"208","202",5,"6","L","amb.sal",885,970,29,34,47,"","",622558.403,3849166.402
"209","203",5,"6","L","u3",955,745,60,49,47,"","",622559.103,3849164.152
"210","204",5,"6","L","amb.sal",965,690,72,47,53,"","",622559.203,3849163.602
"211","205",5,"6","L","u3",895,560,38,36,27,"","",622558.503,3849162.302
"212","206",5,"6","L","yuc.sch",790,420,290,264,297,"","",622557.453,3849160.902
"213","207",5,"6","L","amb.sal",865,325,89,91,66,"","",622558.203,3849159.952
"214","208",5,"6","L","u3",895,240,47,33,29,"","",622558.503,3849159.102
"215","209",5,"6","L","u3",835,195,47,33,38,"","",622557.903,3849158.652
"216","210",5,"6","L","u3",550,470,76,45,38,"","",622555.053,3849161.402
"217","211",5,"6","L","u3",625,470,50,30,47,"","",622555.803,3849161.402
"218","212",5,"6","L","u3",660,530,49,64,54,"","",622556.153,3849162.002
"219","213",5,"6","L","u3",590,395,54,32,40,"","",622555.453,3849160.652
"220","214",5,"6","L","u3",595,305,14,13,31,"","",622555.503,3849159.752
"221","215",5,"6","L","men.spi",540,320,71,57,49,"","",622554.953,3849159.902
"222","216",5,"6","L","tha.mon",680,15,46,47,35,"","",622556.353,3849156.852
"223","217",5,"6","L","amb.sal",650,40,75,55,45,"","",622556.053,3849157.102
"224","218",5,"6","L","cyl.ech",600,200,28,27,35,"","",622555.553,3849158.702
"225","219",5,"6","L","amb.sal",515,100,62,51,40,"","",622554.703,3849157.702
"226","220",5,"5","R","tha.mon",195,150,79,106,44,"","",622541.503,3849168.202
"227","221",5,"5","R","u3",305,5,55,58,46,"","",622542.603,3849166.752
"228","222",5,"5","R","u3",275,230,55,47,28,"","",622542.303,3849169.002
"229","223",5,"5","R","ephedra",285,435,117,107,55,"","",622542.403,3849171.052
"230","224",5,"5","R","amb.dum",480,405,75,81,49,"","",622544.353,3849170.752
"231","225",5,"5","R","ephedra",585,515,144,105,70,"","",622545.403,3849171.852
"232","226",5,"5","R","u3",535,600,65,45,56,"","",622544.903,3849172.702
"233","227",5,"5","R","cyl.ram",535,730,120,92,100,"","",622544.903,3849174.002
"234","228",5,"5","R","dense.u3",85,500,43,54,35,"","",622540.403,3849171.702
"235","229",5,"5","R","amb.sal",300,575,85,96,80,"","",622542.553,3849172.452
"236","230",5,"5","R","lar.tri",110,840,413,290,246,"","",622540.653,3849175.102
"237","231",5,"5","R","ephedra",330,840,82,66,61,"","",622542.853,3849175.102
"238","232",5,"5","R","ephedra",340,900,74,45,58,"","",622542.953,3849175.702
"239","233",5,"5","R","cyl.ram",845,350,47,37,47,"","",622548.003,3849170.202
"240","234",5,"5","R","ephedra",930,370,136,115,56,"","",622548.853,3849170.402
"241","L128",5,"5","R","lar.tri",890,60,183,132,122,"","",622548.453,3849167.302
"242","235",5,"5","R","u3",905,45,98,62,55,"under larrea","",622548.603,3849167.152
"243","236",5,"5","L","tha.mon",550,20,79,65,46,"","",622555.053,3849166.902
"244","237",5,"5","L","u3",520,50,31,32,33,"","",622554.753,3849167.202
"245","238",5,"5","L","ephedra",465,150,77,62,53,"","",622554.203,3849168.202
"246","239",5,"5","L","cyl.ech",415,245,30,19,30,"","",622553.703,3849169.152
"247","240",5,"5","L","u3",385,45,48,47,46,"","",622553.403,3849167.152
"248","241",5,"5","L","u3",310,30,31,26,35,"","",622552.653,3849167.002
"249","242",5,"5","L","u3",345,305,38,40,42,"","",622553.003,3849169.752
"250","243",5,"5","L","?",335,210,56,31,31,"","",622552.903,3849168.802
"251","244",5,"5","L","u3",270,150,45,52,45,"","",622552.253,3849168.202
"252","245",5,"5","L","ephedra",135,35,77,59,62,"","",622550.903,3849167.052
"253","246",5,"5","L","u3",135,60,57,51,41,"","",622550.903,3849167.302
"254","247",5,"5","L","u3",20,160,55,36,53,"","",622549.753,3849168.302
"255","248",5,"5","L","ephedra",190,220,106,82,60,"","",622551.453,3849168.902
"256","L122",5,"5","L","lar.tri",130,410,438,520,258,"","",622550.853,3849170.802
"257","249",5,"5","L","u3",35,560,49,60,45,"","",622549.903,3849172.302
"258","250",5,"5","L","u3",135,515,53,40,50,"","",622550.903,3849171.852
"259","251",5,"5","L","ephedra",255,640,50,73,48,"","",622552.103,3849173.102
"260","252",5,"5","L","u3",340,520,60,50,29,"","",622552.953,3849171.902
"261","253",5,"5","L","u3",410,550,60,62,43,"","",622553.653,3849172.202
"262","254",5,"5","L","men.spi",165,485,62,35,30,"","",622551.203,3849171.552
"263","255",5,"5","L","ephedra",110,950,124,88,57,"","",622550.653,3849176.202
"264","256",5,"5","L","u3",195,915,47,51,56,"","",622551.503,3849175.852
"265","257",5,"5","L","amb.sal",235,980,51,30,59,"","",622551.903,3849176.502
"266","258",5,"5","L","u3",250,980,51,30,59,"","",622552.053,3849176.502
"267","259",5,"5","L","u3",325,920,28,24,30,"","",622552.803,3849175.902
"268","260",5,"5","L","PG",485,850,109,71,75,"","",622554.403,3849175.202
"269","261",5,"5","L","yuc.sch",630,750,258,212,240,"","",622555.853,3849174.202
"270","262",5,"5","L","u3",725,970,45,40,40,"","",622556.803,3849176.402
"271","263",5,"5","L","men.spi",765,790,86,90,46,"","",622557.203,3849174.602
"272","264",5,"5","L","u3",850,800,66,68,50,"","",622558.053,3849174.702
"273","265",5,"5","L","ephedra",955,915,104,60,50,"","",622559.103,3849175.852
"274","266",5,"5","L","dense.u3",970,870,36,30,28,"","",622559.253,3849175.402
"275","267",5,"5","L","ephedra",690,650,112,70,60,"","",622556.453,3849173.202
"276","268",5,"5","L","?",930,495,8,8,6,"","",622558.853,3849171.652
"277","269",5,"5","L","ephedra",720,475,107,92,60,"","",622556.753,3849171.452
"278","270",5,"5","L","ephedra",790,410,112,60,56,"","",622557.453,3849170.802
"279","271",5,"5","L","amb.sal",710,385,47,38,44,"","",622556.653,3849170.552
"280","272",5,"5","L","cyl.ram",960,375,103,89,85,"","",622559.153,3849170.452
"281","273",5,"5","L","tha.mon",965,175,80,70,40,"","",622559.203,3849168.452
"282","274",5,"5","L","u3",960,120,36,35,42,"","",622559.153,3849167.902
"283","275",5,"5","L","amb.sal",900,75,136,77,58,"","",622558.553,3849167.452
"284","276",5,"5","L","u3",820,175,36,25,39,"","",622557.753,3849168.452
"285","277",5,"5","L","u3",855,30,26,35,23,"","",622558.103,3849167.002
"286","278",5,"5","L","tha.mon",725,210,36,31,24,"","",622556.803,3849168.802
"287","279",5,"5","L","u3",725,100,85,57,44,"","",622556.803,3849167.702
"288","280",5,"5","L","ephedra",670,345,109,100,58,"","",622556.253,3849170.152
"289","281",5,"4","R","lar.tri",370,250,330,266,176,"","",622543.253,3849179.202
"290","282",5,"4","R","u3",190,235,8,35,47,"rooted in same place","",622541.453,3849179.052
"291","283",5,"4","R","cyl.ram",190,235,47,41,75,"rooted in same place","",622541.453,3849179.052
"292","284",5,"4","R","ephedra",35,240,96,89,45,"","",622539.903,3849179.102
"293","285",5,"4","R","u3",160,390,48,38,36,"","",622541.153,3849180.602
"294","286",5,"4","R","?",135,650,30,40,33,"","",622540.903,3849183.202
"295","287",5,"4","R","cyl.ram",50,30,127,104,87,"","",622540.053,3849177.002
"296","288",5,"4","R","ephedra",210,925,85,80,57,"","",622541.653,3849185.952
"297","289",5,"4","R","men.spi",360,905,140,84,40,"","",622543.153,3849185.752
"298","290",5,"4","R","u3",910,500,48,42,40,"","",622548.653,3849181.702
"299","291",5,"4","R","?",550,870,35,32,30,"","",622545.053,3849185.402
"300","292",5,"4","R","?",570,815,30,40,32,"","",622545.253,3849184.852
"301","293",5,"4","R","u3",675,845,NA,NA,NA,"missing xyz measurements","",622546.303,3849185.152
"302","L130",5,"4","R","lar.tri",670,730,273,215,211,"","",622546.253,3849184.002
"303","294",5,"4","R","men.spi",850,865,40,36,18,"","",622548.053,3849185.352
"304","295",5,"4","R","u3?",860,770,64,55,35,"","",622548.153,3849184.402
"305","296",5,"4","R","u3",830,595,45,34,52,"","",622547.853,3849182.652
"306","297",5,"4","R","cyl.ram",840,595,46,46,65,"","",622547.953,3849182.652
"307","298",5,"4","R","u3",890,565,37,26,28,"","",622548.453,3849182.352
"308","L129",5,"4","R","lar.tri",795,105,492,506,235,"","",622547.503,3849177.752
"309","299",5,"4","R","u3",530,100,62,50,40,"","",622544.853,3849177.702
"310","300",5,"4","R","u3",550,225,79,62,42,"","",622545.053,3849178.952
"311","301",5,"4","L","ephedra",165,265,122,98,50,"","",622551.203,3849179.352
"312","302",5,"4","L","amb.sal",340,90,124,115,49,"","",622552.953,3849177.602
"313","303",5,"4","L","u3",415,165,84,47,37,"","",622553.703,3849178.352
"314","304",5,"4","L","u3",315,300,64,57,46,"","",622552.703,3849179.702
"315","305",5,"4","L","u3",315,395,56,42,44,"","",622552.703,3849180.652
"316","306",5,"4","L","u3",315,445,52,39,43,"","",622552.703,3849181.152
"317","L120",5,"4","L","lar.tri",150,730,330,296,185,"","",622551.053,3849184.002
"318","307",5,"4","L","men.spi",175,910,37,19,17,"","",622551.303,3849185.802
"319","308",5,"4","L","cyl.ech",135,890,23,24,38,"","",622550.903,3849185.602
"320","309",5,"4","L","u3",135,750,47,51,43,"","",622550.903,3849184.202
"321","310",5,"4","L","u3",130,695,42,72,55,"","",622550.853,3849183.652
"322","311",5,"4","L","cyl.ech",470,900,24,20,42,"","",622554.253,3849185.702
"323","312",5,"4","L","u3",485,910,71,60,49,"","",622554.403,3849185.802
"324","313",5,"4","L","u3",535,915,42,50,32,"","",622554.903,3849185.852
"325","314",5,"4","L","u3",565,985,30,28,54,"","",622555.203,3849186.552
"326","315",5,"4","L","amb.sal",590,970,69,45,74,"","",622555.453,3849186.402
"327","316",5,"4","L","cyl.ech",560,735,61,54,48,"","",622555.153,3849184.052
"328","317",5,"4","L","lar.tri",550,965,11,9,10,"","",622555.053,3849186.352
"329","318",5,"4","L","tha.mon",835,835,85,60,69,"","",622557.903,3849185.052
"330","319",5,"4","L","amb.sal",835,835,85,60,69,"","",622557.903,3849185.052
"331","320",5,"4","L","?",935,720,49,39,32,"","",622558.903,3849183.902
"332","321",5,"4","L","ephedra",1000,595,89,50,46,"","",622559.553,3849182.652
"333","322",5,"4","L","ephedra",1000,490,131,90,53,"","",622559.553,3849181.602
"334","323",5,"4","L","u3",710,530,67,46,40,"","",622556.653,3849182.002
"335","324",5,"4","L","cyl.ram",720,545,31,35,43,"","",622556.753,3849182.152
"336","325",5,"4","L","tha.mon",825,540,69,43,38,"","",622557.803,3849182.102
"337","326",5,"4","L","u3",880,410,64,59,36,"","",622558.353,3849180.802
"338","327",5,"4","L","u3",820,320,30,26,31,"","",622557.753,3849179.902
"339","328",5,"4","L","u3",760,345,66,50,47,"","",622557.153,3849180.152
"340","329",5,"4","L","amb.dum",835,250,44,29,37,"","",622557.903,3849179.202
