,names,Joincount,Expected,Variance,z.value,p,transect
322,tha.mon:cyl.ram,0.333333333,0.309012876,0.114894836,0.071749932,0.942800919,6
323,tha.mon:ephedra,1.708333333,1.665236052,0.520619463,0.05972961,0.952370988,6
324,tha.mon:eri.fas,1.333333333,0.789699571,0.27705816,1.032811221,0.301692251,6
325,tha.mon:lar.tri,0.416666667,0.806866953,0.282476806,-0.734169243,0.462845596,6
326,tha.mon:men.spi,0.333333333,0.120171674,0.045671443,0.997439872,0.318551046,6
327,tha.mon:noID,0,0.274678112,0.102540221,-0.857782001,0.39101285,6
328,tha.mon:PG,0,0.309012876,0.114894836,-0.911646189,0.361954999,6
329,tha.mon:sal.mex,0,0.017167382,0.006601644,-0.211289552,0.832661335,6
330,u2:amb.sal,0,0.096566524,0.034382376,-0.520785223,0.602516399,6
331,u2:cyl.aca,0,0.002145923,0.000836775,-0.074183916,0.940864044,6
332,u2:cyl.ech,0,0.045064378,0.016878108,-0.346873802,0.728686129,6
333,u2:cyl.ram,0,0.038626609,0.014556199,-0.320156697,0.748849547,6
334,u2:ephedra,0,0.208154506,0.065776524,-0.811615551,0.417012265,6
335,u2:eri.fas,0.416666667,0.098712446,0.035070401,1.697830087,0.089539836,6
336,u2:lar.tri,0.416666667,0.100858369,0.035755121,1.670145894,0.094890502,6
337,u2:men.spi,0,0.015021459,0.005788008,-0.197445648,0.84347881,6
338,u2:noID,0,0.034334764,0.012991733,-0.3012316,0.763237895,6
339,u2:PG,0,0.038626609,0.014556199,-0.320156697,0.748849547,6
340,u2:sal.mex,0.416666667,0.002145923,0.000836775,14.32985979,1.42E-46,6
341,u2:tha.mon,0,0.017167382,0.006601644,-0.211289552,0.832661335,6
342,u3:amb.sal,13.16666667,13.13304721,3.546465454,0.017852244,0.985756727,6
343,u3:cyl.aca,0,0.291845494,0.083456434,-1.010236554,0.31238197,6
344,u3:cyl.ech,7.658333333,6.128755365,1.708236071,1.170301268,0.241879752,6
345,u3:cyl.ram,8.85,5.253218884,1.469904367,2.966671567,0.003010423,6
346,u3:ephedra,19.375,28.30901288,7.111992347,-3.35004726,0.000807978,6
347,u3:eri.fas,8.825,13.4248927,3.62041852,-2.417510186,0.015627097,6
348,u3:lar.tri,15.925,13.7167382,3.694160401,1.148927663,0.25058581,6
349,u3:men.spi,2.183333333,2.042918455,0.579760135,0.184411905,0.853690331,6
350,u3:noID,3.933333333,4.669527897,1.309960635,-0.643225841,0.520077568,6
351,u3:PG,6.208333333,5.253218884,1.469904367,0.787790746,0.430819115,6
352,u3:sal.mex,0,0.291845494,0.083456434,-1.010236554,0.31238197,6
353,u3:tha.mon,2,2.334763948,0.661738268,-0.411524368,0.680688077,6
354,u3:u2,0,0.291845494,0.083456434,-1.010236554,0.31238197,6
355,yuc.sch:amb.sal,0.75,0.482832618,0.170681448,0.646681259,0.517838255,6
356,yuc.sch:cyl.aca,0,0.010729614,0.004150819,-0.166539472,0.867732422,6
357,yuc.sch:cyl.ech,0,0.225321888,0.083750902,-0.778589668,0.436221467,6
358,yuc.sch:cyl.ram,0,0.193133047,0.072225726,-0.718638757,0.472363527,6
359,yuc.sch:ephedra,0.75,1.040772532,0.326885216,-0.508575856,0.611049556,6
360,yuc.sch:eri.fas,1.083333333,0.493562232,0.174100203,1.413461064,0.157520202,6
361,yuc.sch:lar.tri,0,0.504291845,0.17750269,-1.196959555,0.231322319,6
362,yuc.sch:men.spi,0.416666667,0.075107296,0.028714104,2.015666007,0.043834912,6
363,yuc.sch:noID,0,0.17167382,0.064460935,-0.676169803,0.498932843,6
364,yuc.sch:PG,0.416666667,0.193133047,0.072225726,0.831757821,0.405545656,6
365,yuc.sch:sal.mex,0,0.010729614,0.004150819,-0.166539472,0.867732422,6
366,yuc.sch:tha.mon,0,0.08583691,0.032751046,-0.474309131,0.635279481,6
367,yuc.sch:u2,0,0.010729614,0.004150819,-0.166539472,0.867732422,6
368,yuc.sch:u3,1.333333333,1.459227468,0.415170312,-0.195385509,0.84509116,6
369,Jtot,170.5583333,195.6523605,10.73742048,-7.658088549,1.89E-14,6
370,,NA,NA,NA,NA,NA,6
