"","names","Joincount","Expected","Variance","z.value","p","transect"
"1788","men.spi:cyl.ech",1.99166666666667,0.686025408348457,0.254399972416171,2.58860231605792,0.00963663139553591,5
"1789","men.spi:cyl.ram",0,0.620689655172414,0.230941228072142,-1.29158731705215,0.196500098582789,5
"1790","men.spi:dense.u3",0,0.163339382940109,0.0621921050722946,-0.654972826067694,0.512485249900117,5
"1791","men.spi:ephedra",2.43333333333333,2.67876588021779,0.89203811200866,-0.259860607382612,0.794971298373209,5
"1792","men.spi:eri.coo",0,0.0326678765880218,0.0125194551678811,-0.29196325150121,0.770314721436139,5
"1793","men.spi:eri.fas",0,0.130671506352087,0.0498347182112579,-0.585349018032992,0.558313061463138,5
"1794","men.spi:lar.tri",1.01666666666667,1.30671506352087,0.46917488688058,-0.423450929408992,0.671966293364817,5
"1795","noID:amb.dum",0,0.108892921960073,0.0417414662008183,-0.532986000066039,0.59404327152864,5
"1796","noID:amb.sal",1.20833333333333,1.44283121597096,0.508770190041705,-0.328759337882955,0.742337599782512,5
"1797","noID:cyl.aca",0,0,0,NA,NA,5
"1798","noID:cyl.ech",0.708333333333333,0.571687840290381,0.213052357680776,0.296041188937487,0.767198626197691,5
"1799","noID:cyl.ram",1.25,0.517241379310345,0.193409928420405,1.66617860840756,0.0956778453234103,5
"1800","noID:dense.u3",0,0.136116152450091,0.0520915338732425,-0.596384148498455,0.550918627516851,5
"1801","noID:ephedra",2.51666666666667,2.23230490018149,0.746585732660094,0.329102635592724,0.742078112193434,5
"1802","noID:eri.coo",0,0.0272232304900181,0.0104865458768728,-0.265841898406518,0.790360973600865,5
"1803","noID:eri.fas",0.833333333333333,0.108892921960073,0.0417414662008183,3.54583741710601,0.000391367589498458,5
"1804","noID:lar.tri",0.416666666666667,1.08892921960073,0.392848585207429,-1.07257167494043,0.283463339161175,5
"1805","noID:men.spi",1.16666666666667,0.490018148820327,0.183537534463551,1.57943111051803,0.114237206190335,5
"1806","PG:amb.dum",0,0.0362976406533575,0.014149971353721,-0.30514103606851,0.760258738344222,5
"1807","PG:amb.sal",1.25,0.480943738656987,0.172206392847471,1.85324773264447,0.063846858937017,5
"1808","PG:cyl.aca",0,0,0,NA,NA,5
"1809","PG:cyl.ech",0.416666666666667,0.190562613430127,0.0721867644128145,0.841549293459306,0.400040282204143,5
"1810","PG:cyl.ram",0,0.172413793103448,0.0655354261700826,-0.673494327858017,0.500632856120143,5
"1811","PG:dense.u3",0,0.0453720508166969,0.0176580442314479,-0.341442132090883,0.73277076186619,5
"1812","PG:ephedra",0.916666666666667,0.744101633393829,0.252440399019525,0.343457789552058,0.731254090662507,5
"1813","PG:eri.coo",0,0.00907441016333938,0.00355514481485228,-0.152191275741652,0.879036074759872,5
"1814","PG:eri.fas",0,0.0362976406533575,0.014149971353721,-0.30514103606851,0.760258738344222,5
"1815","PG:lar.tri",0,0.362976406533575,0.133026764854639,-0.995196596562374,0.31964065677555,5
"1816","PG:men.spi",0,0.163339382940109,0.0621921050722946,-0.654972826067694,0.512485249900117,5
"1817","PG:noID",0,0.136116152450091,0.0520915338732425,-0.596384148498455,0.550918627516851,5
"1818","sal.mex:amb.dum",0,0.029038112522686,0.0113388690259194,-0.272698980547754,0.785084618419005,5
"1819","sal.mex:amb.sal",1.54166666666667,0.38475499092559,0.137974420637996,3.11459021250372,0.00184200619700672,5
"1820","sal.mex:cyl.aca",0,0,0,NA,NA,5
"1821","sal.mex:cyl.ech",0,0.152450090744102,0.0578429564784561,-0.633873281180508,0.526163523918059,5
"1822","sal.mex:cyl.ram",0,0.137931034482759,0.0525135769384619,-0.60190256337415,0.547238997852816,5
